Device Time, Longitude, Latitude,GPS Speed (Meters/second)
10-mar.-2017 18:40:22.612,2.14351582,41.38997696,9.013878
10-mar.-2017 18:40:23.611,2.14351582,41.38997696,9.013878
10-mar.-2017 18:40:24.613,2.14351582,41.38997696,9.013878
